column	ligand	receptor	value	count	source	target	tissue	region
B Cells|Best4+ Enterocytes	APLP2	PIGR	0.405	2	B Cells	Best4+ Enterocytes	small_intestine	HBM236.WBFT.443_reg004
B Cells|Best4+ Enterocytes	PPIA	BSG	0.006	2	B Cells	Best4+ Enterocytes	small_intestine	HBM236.WBFT.443_reg004
B Cells|CD4	APLP2	PIGR	0.204	1	B Cells	CD4	small_intestine	HBM236.WBFT.443_reg004
B Cells|CD8	APP	CD74	0.009	4	B Cells	CD8	small_intestine	HBM236.WBFT.443_reg004
B Cells|CD8	APP	SORL1	0.009	4	B Cells	CD8	small_intestine	HBM236.WBFT.443_reg004
B Cells|CD8	APLP2	PIGR	0.66	4	B Cells	CD8	small_intestine	HBM236.WBFT.443_reg004
B Cells|CD8	PPIA	BSG	0.005	4	B Cells	CD8	small_intestine	HBM236.WBFT.443_reg004
B Cells|Crypt Fibroblasts 1 WNT2B+	ENTPD1	ADORA1	0.005	10	B Cells	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM236.WBFT.443_reg004
B Cells|Crypt Fibroblasts 1 WNT2B+	APP	CD74	0.085	10	B Cells	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM236.WBFT.443_reg004
B Cells|Crypt Fibroblasts 1 WNT2B+	APP	SORL1	0.005	10	B Cells	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM236.WBFT.443_reg004
B Cells|Crypt Fibroblasts 1 WNT2B+	APP	TNFRSF21	0.014	10	B Cells	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM236.WBFT.443_reg004
B Cells|Crypt Fibroblasts 1 WNT2B+	APLP2	PIGR	0.952	10	B Cells	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM236.WBFT.443_reg004
B Cells|Crypt Fibroblasts 1 WNT2B+	APOA1	ABCA1	0.029	10	B Cells	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM236.WBFT.443_reg004
B Cells|Crypt Fibroblasts 1 WNT2B+	LGALS3	MERTK	0.062	10	B Cells	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM236.WBFT.443_reg004
B Cells|Crypt Fibroblasts 1 WNT2B+	GAS6	MERTK	0.062	10	B Cells	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM236.WBFT.443_reg004
B Cells|Crypt Fibroblasts 1 WNT2B+	GAS6	AXL	0.013	10	B Cells	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM236.WBFT.443_reg004
B Cells|Crypt Fibroblasts 1 WNT2B+	PPIA	BSG	0.126	10	B Cells	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM236.WBFT.443_reg004
B Cells|Crypt Fibroblasts 2	APP	CD74	0.01	2	B Cells	Crypt Fibroblasts 2	small_intestine	HBM236.WBFT.443_reg004
B Cells|Crypt Fibroblasts 2	APLP2	PIGR	0.017	2	B Cells	Crypt Fibroblasts 2	small_intestine	HBM236.WBFT.443_reg004
B Cells|Crypt Fibroblasts 3 RSPO3+	APP	SORL1	0.007	4	B Cells	Crypt Fibroblasts 3 RSPO3+	small_intestine	HBM236.WBFT.443_reg004
B Cells|Crypt Fibroblasts 3 RSPO3+	APLP2	PIGR	0.027	4	B Cells	Crypt Fibroblasts 3 RSPO3+	small_intestine	HBM236.WBFT.443_reg004
B Cells|Crypt Fibroblasts 3 RSPO3+	GAS6	AXL	0.007	4	B Cells	Crypt Fibroblasts 3 RSPO3+	small_intestine	HBM236.WBFT.443_reg004
B Cells|Crypt Fibroblasts 3 RSPO3+	PPIA	BSG	0.007	4	B Cells	Crypt Fibroblasts 3 RSPO3+	small_intestine	HBM236.WBFT.443_reg004
B Cells|CyclingTA 1	APP	SORL1	0.004	3	B Cells	CyclingTA 1	small_intestine	HBM236.WBFT.443_reg004
B Cells|CyclingTA 1	APLP2	PIGR	0.018	3	B Cells	CyclingTA 1	small_intestine	HBM236.WBFT.443_reg004
B Cells|CyclingTA 1	GAS6	AXL	0.008	3	B Cells	CyclingTA 1	small_intestine	HBM236.WBFT.443_reg004
