source	target	count
B cell	CD4-positive, alpha-beta T cell	90
B cell	CD8-positive, alpha-beta T cell	96
B cell	enterocyte of epithelium of large intestine	191
B cell	fibroblast	133
B cell	gut endothelial cell	67
B cell	intestinal crypt stem cell of large intestine	99
B cell	intestinal enteroendocrine cell	66
B cell	intestinal tuft cell	71
B cell	large intestine goblet cell	150
B cell	mast cell	38
B cell	monocyte	120
B cell	neutrophil	30
B cell	paneth cell of colon	82
B cell	plasma cell	38
B cell	transit amplifying cell of colon	92
CD4-positive, alpha-beta T cell	B cell	99
CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	143
CD4-positive, alpha-beta T cell	enterocyte of epithelium of large intestine	296
CD4-positive, alpha-beta T cell	fibroblast	206
CD4-positive, alpha-beta T cell	gut endothelial cell	117
CD4-positive, alpha-beta T cell	intestinal crypt stem cell of large intestine	161
CD4-positive, alpha-beta T cell	intestinal enteroendocrine cell	108
CD4-positive, alpha-beta T cell	intestinal tuft cell	118
CD4-positive, alpha-beta T cell	large intestine goblet cell	233
CD4-positive, alpha-beta T cell	mast cell	51
CD4-positive, alpha-beta T cell	monocyte	180
CD4-positive, alpha-beta T cell	neutrophil	49
CD4-positive, alpha-beta T cell	paneth cell of colon	144
CD4-positive, alpha-beta T cell	plasma cell	56
CD4-positive, alpha-beta T cell	transit amplifying cell of colon	150
CD8-positive, alpha-beta T cell	B cell	94
CD8-positive, alpha-beta T cell	CD4-positive, alpha-beta T cell	133
CD8-positive, alpha-beta T cell	enterocyte of epithelium of large intestine	285
CD8-positive, alpha-beta T cell	fibroblast	201
CD8-positive, alpha-beta T cell	gut endothelial cell	109
CD8-positive, alpha-beta T cell	intestinal crypt stem cell of large intestine	159
CD8-positive, alpha-beta T cell	intestinal enteroendocrine cell	105
CD8-positive, alpha-beta T cell	intestinal tuft cell	105
CD8-positive, alpha-beta T cell	large intestine goblet cell	225
CD8-positive, alpha-beta T cell	mast cell	46
CD8-positive, alpha-beta T cell	monocyte	175
CD8-positive, alpha-beta T cell	neutrophil	45
CD8-positive, alpha-beta T cell	paneth cell of colon	141
CD8-positive, alpha-beta T cell	plasma cell	54
CD8-positive, alpha-beta T cell	transit amplifying cell of colon	145
enterocyte of epithelium of large intestine	B cell	161
enterocyte of epithelium of large intestine	CD4-positive, alpha-beta T cell	256
enterocyte of epithelium of large intestine	CD8-positive, alpha-beta T cell	267
enterocyte of epithelium of large intestine	fibroblast	502
enterocyte of epithelium of large intestine	gut endothelial cell	238
enterocyte of epithelium of large intestine	intestinal crypt stem cell of large intestine	354
enterocyte of epithelium of large intestine	intestinal enteroendocrine cell	238
enterocyte of epithelium of large intestine	intestinal tuft cell	240
enterocyte of epithelium of large intestine	large intestine goblet cell	563
enterocyte of epithelium of large intestine	mast cell	84
enterocyte of epithelium of large intestine	monocyte	413
enterocyte of epithelium of large intestine	neutrophil	80
enterocyte of epithelium of large intestine	paneth cell of colon	319
enterocyte of epithelium of large intestine	plasma cell	101
enterocyte of epithelium of large intestine	transit amplifying cell of colon	311
fibroblast	B cell	137
fibroblast	CD4-positive, alpha-beta T cell	210
fibroblast	CD8-positive, alpha-beta T cell	220
fibroblast	enterocyte of epithelium of large intestine	554
fibroblast	gut endothelial cell	201
fibroblast	intestinal crypt stem cell of large intestine	296
fibroblast	intestinal enteroendocrine cell	195
fibroblast	intestinal tuft cell	202
fibroblast	large intestine goblet cell	461
fibroblast	mast cell	74
fibroblast	monocyte	342
fibroblast	neutrophil	72
fibroblast	paneth cell of colon	260
fibroblast	plasma cell	86
fibroblast	transit amplifying cell of colon	265
gut endothelial cell	B cell	77
gut endothelial cell	CD4-positive, alpha-beta T cell	112
gut endothelial cell	CD8-positive, alpha-beta T cell	110
gut endothelial cell	enterocyte of epithelium of large intestine	259
gut endothelial cell	fibroblast	199
gut endothelial cell	intestinal crypt stem cell of large intestine	147
gut endothelial cell	intestinal enteroendocrine cell	107
gut endothelial cell	intestinal tuft cell	108
gut endothelial cell	large intestine goblet cell	221
gut endothelial cell	mast cell	47
gut endothelial cell	monocyte	171
gut endothelial cell	neutrophil	39
gut endothelial cell	paneth cell of colon	137
gut endothelial cell	plasma cell	49
gut endothelial cell	transit amplifying cell of colon	138
intestinal crypt stem cell of large intestine	B cell	90
intestinal crypt stem cell of large intestine	CD4-positive, alpha-beta T cell	139
intestinal crypt stem cell of large intestine	CD8-positive, alpha-beta T cell	142
intestinal crypt stem cell of large intestine	enterocyte of epithelium of large intestine	372
intestinal crypt stem cell of large intestine	fibroblast	284
intestinal crypt stem cell of large intestine	gut endothelial cell	142
intestinal crypt stem cell of large intestine	intestinal enteroendocrine cell	130
intestinal crypt stem cell of large intestine	intestinal tuft cell	139
intestinal crypt stem cell of large intestine	large intestine goblet cell	316
intestinal crypt stem cell of large intestine	mast cell	52
intestinal crypt stem cell of large intestine	monocyte	242
intestinal crypt stem cell of large intestine	neutrophil	42
intestinal crypt stem cell of large intestine	paneth cell of colon	182
intestinal crypt stem cell of large intestine	plasma cell	62
intestinal crypt stem cell of large intestine	transit amplifying cell of colon	183
intestinal enteroendocrine cell	B cell	66
intestinal enteroendocrine cell	CD4-positive, alpha-beta T cell	100
intestinal enteroendocrine cell	CD8-positive, alpha-beta T cell	101
intestinal enteroendocrine cell	enterocyte of epithelium of large intestine	260
intestinal enteroendocrine cell	fibroblast	197
intestinal enteroendocrine cell	gut endothelial cell	96
intestinal enteroendocrine cell	intestinal crypt stem cell of large intestine	140
intestinal enteroendocrine cell	intestinal tuft cell	95
intestinal enteroendocrine cell	large intestine goblet cell	214
intestinal enteroendocrine cell	mast cell	38
intestinal enteroendocrine cell	monocyte	168
intestinal enteroendocrine cell	neutrophil	32
intestinal enteroendocrine cell	paneth cell of colon	135
intestinal enteroendocrine cell	plasma cell	37
intestinal enteroendocrine cell	transit amplifying cell of colon	126
intestinal tuft cell	B cell	70
intestinal tuft cell	CD4-positive, alpha-beta T cell	101
intestinal tuft cell	CD8-positive, alpha-beta T cell	101
intestinal tuft cell	enterocyte of epithelium of large intestine	219
intestinal tuft cell	fibroblast	166
intestinal tuft cell	gut endothelial cell	86
intestinal tuft cell	intestinal crypt stem cell of large intestine	126
intestinal tuft cell	intestinal enteroendocrine cell	89
intestinal tuft cell	large intestine goblet cell	189
intestinal tuft cell	mast cell	34
intestinal tuft cell	monocyte	155
intestinal tuft cell	neutrophil	26
intestinal tuft cell	paneth cell of colon	115
intestinal tuft cell	plasma cell	45
intestinal tuft cell	transit amplifying cell of colon	122
large intestine goblet cell	B cell	132
large intestine goblet cell	CD4-positive, alpha-beta T cell	214
large intestine goblet cell	CD8-positive, alpha-beta T cell	221
large intestine goblet cell	enterocyte of epithelium of large intestine	525
large intestine goblet cell	fibroblast	387
large intestine goblet cell	gut endothelial cell	198
large intestine goblet cell	intestinal crypt stem cell of large intestine	278
large intestine goblet cell	intestinal enteroendocrine cell	188
large intestine goblet cell	intestinal tuft cell	186
large intestine goblet cell	mast cell	75
large intestine goblet cell	monocyte	328
large intestine goblet cell	neutrophil	67
large intestine goblet cell	paneth cell of colon	247
large intestine goblet cell	plasma cell	79
large intestine goblet cell	transit amplifying cell of colon	254
mast cell	B cell	27
mast cell	CD4-positive, alpha-beta T cell	39
mast cell	CD8-positive, alpha-beta T cell	40
mast cell	enterocyte of epithelium of large intestine	78
mast cell	fibroblast	60
mast cell	gut endothelial cell	31
mast cell	intestinal crypt stem cell of large intestine	41
mast cell	intestinal enteroendocrine cell	30
mast cell	intestinal tuft cell	33
mast cell	large intestine goblet cell	64
mast cell	monocyte	49
mast cell	neutrophil	12
mast cell	paneth cell of colon	40
mast cell	plasma cell	16
mast cell	transit amplifying cell of colon	40
monocyte	B cell	110
monocyte	CD4-positive, alpha-beta T cell	177
monocyte	CD8-positive, alpha-beta T cell	172
monocyte	enterocyte of epithelium of large intestine	461
monocyte	fibroblast	350
monocyte	gut endothelial cell	158
monocyte	intestinal crypt stem cell of large intestine	242
monocyte	intestinal enteroendocrine cell	165
monocyte	intestinal tuft cell	180
monocyte	large intestine goblet cell	390
monocyte	mast cell	60
monocyte	neutrophil	52
monocyte	paneth cell of colon	222
monocyte	plasma cell	77
monocyte	transit amplifying cell of colon	215
neutrophil	B cell	25
neutrophil	CD4-positive, alpha-beta T cell	33
neutrophil	CD8-positive, alpha-beta T cell	36
neutrophil	enterocyte of epithelium of large intestine	71
neutrophil	fibroblast	48
neutrophil	gut endothelial cell	30
neutrophil	intestinal crypt stem cell of large intestine	36
neutrophil	intestinal enteroendocrine cell	25
neutrophil	intestinal tuft cell	23
neutrophil	large intestine goblet cell	59
neutrophil	mast cell	12
neutrophil	monocyte	35
neutrophil	paneth cell of colon	31
neutrophil	plasma cell	14
neutrophil	transit amplifying cell of colon	37
paneth cell of colon	B cell	93
paneth cell of colon	CD4-positive, alpha-beta T cell	152
paneth cell of colon	CD8-positive, alpha-beta T cell	150
paneth cell of colon	enterocyte of epithelium of large intestine	403
paneth cell of colon	fibroblast	301
paneth cell of colon	gut endothelial cell	136
paneth cell of colon	intestinal crypt stem cell of large intestine	203
paneth cell of colon	intestinal enteroendocrine cell	129
paneth cell of colon	intestinal tuft cell	139
paneth cell of colon	large intestine goblet cell	336
paneth cell of colon	mast cell	52
paneth cell of colon	monocyte	248
paneth cell of colon	neutrophil	49
paneth cell of colon	plasma cell	59
paneth cell of colon	transit amplifying cell of colon	179
plasma cell	B cell	47
plasma cell	CD4-positive, alpha-beta T cell	67
plasma cell	CD8-positive, alpha-beta T cell	65
plasma cell	enterocyte of epithelium of large intestine	135
plasma cell	fibroblast	97
plasma cell	gut endothelial cell	54
plasma cell	intestinal crypt stem cell of large intestine	77
plasma cell	intestinal enteroendocrine cell	45
plasma cell	intestinal tuft cell	49
plasma cell	large intestine goblet cell	109
plasma cell	mast cell	19
plasma cell	monocyte	77
plasma cell	neutrophil	19
plasma cell	paneth cell of colon	63
plasma cell	transit amplifying cell of colon	69
transit amplifying cell of colon	B cell	86
transit amplifying cell of colon	CD4-positive, alpha-beta T cell	133
transit amplifying cell of colon	CD8-positive, alpha-beta T cell	131
transit amplifying cell of colon	enterocyte of epithelium of large intestine	350
transit amplifying cell of colon	fibroblast	268
transit amplifying cell of colon	gut endothelial cell	128
transit amplifying cell of colon	intestinal crypt stem cell of large intestine	188
transit amplifying cell of colon	intestinal enteroendocrine cell	119
transit amplifying cell of colon	intestinal tuft cell	128
transit amplifying cell of colon	large intestine goblet cell	294
transit amplifying cell of colon	mast cell	50
transit amplifying cell of colon	monocyte	231
transit amplifying cell of colon	neutrophil	44
transit amplifying cell of colon	paneth cell of colon	172
transit amplifying cell of colon	plasma cell	57
