column	ligand	receptor	value	count	source	target	tissue	region
Adipocytes|Best4+ Enterocytes	CD96	NECTIN1	0.142	1	Adipocytes	Best4+ Enterocytes	small_intestine	HBM795.GWKV.825_reg001
Adipocytes|D Cells	CD96	NECTIN1	0.346	1	Adipocytes	D Cells	small_intestine	HBM795.GWKV.825_reg001
Adipocytes|Enterocytes	CD96	NECTIN1	0.126	1	Adipocytes	Enterocytes	small_intestine	HBM795.GWKV.825_reg001
Adipocytes|Enteroendocrine	CD96	NECTIN1	0.227	1	Adipocytes	Enteroendocrine	small_intestine	HBM795.GWKV.825_reg001
Adipocytes|I Cells	CD96	NECTIN1	0.154	1	Adipocytes	I Cells	small_intestine	HBM795.GWKV.825_reg001
Adipocytes|K Cells	CD96	NECTIN1	0.137	1	Adipocytes	K Cells	small_intestine	HBM795.GWKV.825_reg001
Adipocytes|Lymphatic Endothelial Cells	CD96	NECTIN1	0.162	1	Adipocytes	Lymphatic Endothelial Cells	small_intestine	HBM795.GWKV.825_reg001
Adipocytes|Mo Cells	CD96	NECTIN1	0.146	1	Adipocytes	Mo Cells	small_intestine	HBM795.GWKV.825_reg001
Adipocytes|TA1	CD96	NECTIN1	0.125	1	Adipocytes	TA1	small_intestine	HBM795.GWKV.825_reg001
B Cells|CD8	NECTIN2	NECTIN3	0.022	6	B Cells	CD8	small_intestine	HBM795.GWKV.825_reg001
B Cells|CD8	APOA1	ABCA1	0.048	6	B Cells	CD8	small_intestine	HBM795.GWKV.825_reg001
B Cells|CD8	SEMA4D	PLXNB2	0.011	6	B Cells	CD8	small_intestine	HBM795.GWKV.825_reg001
B Cells|CD8	SEMA4D	PLXNB1	0.008	6	B Cells	CD8	small_intestine	HBM795.GWKV.825_reg001
B Cells|CD8	SEMA4D	PTPRC	0.122	6	B Cells	CD8	small_intestine	HBM795.GWKV.825_reg001
B Cells|CD8	PTPRC	MRC1	0.002	6	B Cells	CD8	small_intestine	HBM795.GWKV.825_reg001
