column	ligand	receptor	value	count	source	target	tissue	region
B Cells|CD8	NECTIN2	NECTIN3	0.017	1	B Cells	CD8	small_intestine	HBM236.WBFT.443_reg003
B Cells|Crypt Fibroblasts 1 WNT2B+	NECTIN2	NECTIN3	0.069	2	B Cells	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM236.WBFT.443_reg003
B Cells|Crypt Fibroblasts 1 WNT2B+	APOA1	ABCA1	0.07	2	B Cells	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM236.WBFT.443_reg003
B Cells|Endothelial-Venules	NECTIN2	NECTIN3	0.012	2	B Cells	Endothelial-Venules	small_intestine	HBM236.WBFT.443_reg003
B Cells|Endothelial-Venules	APOA1	ABCA1	0.065	2	B Cells	Endothelial-Venules	small_intestine	HBM236.WBFT.443_reg003
B Cells|Enterocytes	NECTIN2	NECTIN3	0.021	2	B Cells	Enterocytes	small_intestine	HBM236.WBFT.443_reg003
B Cells|Enterocytes	APOA1	ABCA1	0.062	2	B Cells	Enterocytes	small_intestine	HBM236.WBFT.443_reg003
B Cells|ICC	NECTIN2	NECTIN3	0.014	1	B Cells	ICC	small_intestine	HBM236.WBFT.443_reg003
B Cells|Immature Enterocytes	NECTIN2	NECTIN3	0.011	2	B Cells	Immature Enterocytes	small_intestine	HBM236.WBFT.443_reg003
B Cells|Immature Enterocytes	APOA1	ABCA1	0.063	2	B Cells	Immature Enterocytes	small_intestine	HBM236.WBFT.443_reg003
B Cells|Immature Goblet	NECTIN2	NECTIN3	0.04	1	B Cells	Immature Goblet	small_intestine	HBM236.WBFT.443_reg003
B Cells|Mono_Macrophages	NECTIN2	NECTIN3	0.017	3	B Cells	Mono_Macrophages	small_intestine	HBM236.WBFT.443_reg003
B Cells|Mono_Macrophages	ENTPD1	ADORA1	0.03	3	B Cells	Mono_Macrophages	small_intestine	HBM236.WBFT.443_reg003
B Cells|Mono_Macrophages	APOA1	ABCA1	0.217	3	B Cells	Mono_Macrophages	small_intestine	HBM236.WBFT.443_reg003
B Cells|Myofibroblasts/SM 1	NECTIN2	NECTIN3	0.017	2	B Cells	Myofibroblasts/SM 1	small_intestine	HBM236.WBFT.443_reg003
B Cells|Myofibroblasts/SM 1	APOA1	ABCA1	0.068	2	B Cells	Myofibroblasts/SM 1	small_intestine	HBM236.WBFT.443_reg003
B Cells|Myofibroblasts/SM DES High	APOA1	ABCA1	0.062	1	B Cells	Myofibroblasts/SM DES High	small_intestine	HBM236.WBFT.443_reg003
B Cells|NEUROG3high	NECTIN2	NECTIN3	0.51	1	B Cells	NEUROG3high	small_intestine	HBM236.WBFT.443_reg003
B Cells|Plasma	NECTIN2	NECTIN3	0.023	1	B Cells	Plasma	small_intestine	HBM236.WBFT.443_reg003
B Cells|TA1	NECTIN2	NECTIN3	0.011	1	B Cells	TA1	small_intestine	HBM236.WBFT.443_reg003
B Cells|Villus Fibroblasts WNT5B+	NECTIN2	NECTIN3	0.013	2	B Cells	Villus Fibroblasts WNT5B+	small_intestine	HBM236.WBFT.443_reg003
B Cells|Villus Fibroblasts WNT5B+	APOA1	ABCA1	0.088	2	B Cells	Villus Fibroblasts WNT5B+	small_intestine	HBM236.WBFT.443_reg003
Best4+ Enterocytes|CD8	NECTIN1	NECTIN3	0.007	7	Best4+ Enterocytes	CD8	small_intestine	HBM236.WBFT.443_reg003
Best4+ Enterocytes|CD8	DSC2	DSG2	0.003	7	Best4+ Enterocytes	CD8	small_intestine	HBM236.WBFT.443_reg003
Best4+ Enterocytes|CD8	APP	CD74	0.09	7	Best4+ Enterocytes	CD8	small_intestine	HBM236.WBFT.443_reg003
Best4+ Enterocytes|CD8	APP	SORL1	0.09	7	Best4+ Enterocytes	CD8	small_intestine	HBM236.WBFT.443_reg003
Best4+ Enterocytes|CD8	IL1RAP	PTPRF	0.059	7	Best4+ Enterocytes	CD8	small_intestine	HBM236.WBFT.443_reg003
Best4+ Enterocytes|CD8	FGFR4	TGFBR3	0.02	7	Best4+ Enterocytes	CD8	small_intestine	HBM236.WBFT.443_reg003
Best4+ Enterocytes|CD8	ALCAM	CD6	0.104	7	Best4+ Enterocytes	CD8	small_intestine	HBM236.WBFT.443_reg003
Best4+ Enterocytes|Crypt Fibroblasts 1 WNT2B+	NECTIN1	NECTIN3	0.059	10	Best4+ Enterocytes	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM236.WBFT.443_reg003
Best4+ Enterocytes|Crypt Fibroblasts 1 WNT2B+	DSC2	DSG2	0.062	10	Best4+ Enterocytes	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM236.WBFT.443_reg003
Best4+ Enterocytes|Crypt Fibroblasts 1 WNT2B+	APP	CD74	0.157	10	Best4+ Enterocytes	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM236.WBFT.443_reg003
Best4+ Enterocytes|Crypt Fibroblasts 1 WNT2B+	APP	SORL1	0.088	10	Best4+ Enterocytes	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM236.WBFT.443_reg003
Best4+ Enterocytes|Crypt Fibroblasts 1 WNT2B+	APP	TNFRSF21	0.091	10	Best4+ Enterocytes	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM236.WBFT.443_reg003
Best4+ Enterocytes|Crypt Fibroblasts 1 WNT2B+	APOA1	ABCA1	0.356	10	Best4+ Enterocytes	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM236.WBFT.443_reg003
Best4+ Enterocytes|Crypt Fibroblasts 1 WNT2B+	LGALS3	MERTK	0.303	10	Best4+ Enterocytes	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM236.WBFT.443_reg003
