source	target	count
CD1c-positive myeloid dendritic cell	CD4-positive, alpha-beta memory T cell	120
CD1c-positive myeloid dendritic cell	CD8-positive, alpha-beta memory T cell	145
CD1c-positive myeloid dendritic cell	classical monocyte	142
CD1c-positive myeloid dendritic cell	endothelial cell	139
CD1c-positive myeloid dendritic cell	erythrocyte	36
CD1c-positive myeloid dendritic cell	hematopoietic stem cell	50
CD1c-positive myeloid dendritic cell	innate lymphoid cell	52
CD1c-positive myeloid dendritic cell	intermediate monocyte	41
CD1c-positive myeloid dendritic cell	macrophage	137
CD1c-positive myeloid dendritic cell	mature NK T cell	126
CD1c-positive myeloid dendritic cell	memory B cell	147
CD1c-positive myeloid dendritic cell	naive B cell	51
CD1c-positive myeloid dendritic cell	naive thymus-derived CD4-positive, alpha-beta T cell	103
CD1c-positive myeloid dendritic cell	naive thymus-derived CD8-positive, alpha-beta T cell	68
CD1c-positive myeloid dendritic cell	neutrophil	93
CD1c-positive myeloid dendritic cell	plasma cell	151
CD1c-positive myeloid dendritic cell	plasmacytoid dendritic cell	91
CD1c-positive myeloid dendritic cell	platelet	54
CD1c-positive myeloid dendritic cell	regulatory T cell	95
CD1c-positive myeloid dendritic cell	type I NK T cell	122
CD4-positive, alpha-beta memory T cell	CD1c-positive myeloid dendritic cell	121
CD4-positive, alpha-beta memory T cell	CD8-positive, alpha-beta memory T cell	213
CD4-positive, alpha-beta memory T cell	classical monocyte	230
CD4-positive, alpha-beta memory T cell	endothelial cell	224
CD4-positive, alpha-beta memory T cell	erythrocyte	67
CD4-positive, alpha-beta memory T cell	hematopoietic stem cell	83
CD4-positive, alpha-beta memory T cell	innate lymphoid cell	91
CD4-positive, alpha-beta memory T cell	intermediate monocyte	53
CD4-positive, alpha-beta memory T cell	macrophage	208
CD4-positive, alpha-beta memory T cell	mature NK T cell	186
CD4-positive, alpha-beta memory T cell	memory B cell	220
CD4-positive, alpha-beta memory T cell	naive B cell	80
CD4-positive, alpha-beta memory T cell	naive thymus-derived CD4-positive, alpha-beta T cell	149
CD4-positive, alpha-beta memory T cell	naive thymus-derived CD8-positive, alpha-beta T cell	105
CD4-positive, alpha-beta memory T cell	neutrophil	153
CD4-positive, alpha-beta memory T cell	plasma cell	240
CD4-positive, alpha-beta memory T cell	plasmacytoid dendritic cell	122
CD4-positive, alpha-beta memory T cell	platelet	82
CD4-positive, alpha-beta memory T cell	regulatory T cell	138
CD4-positive, alpha-beta memory T cell	type I NK T cell	164
CD8-positive, alpha-beta memory T cell	CD1c-positive myeloid dendritic cell	135
CD8-positive, alpha-beta memory T cell	CD4-positive, alpha-beta memory T cell	205
CD8-positive, alpha-beta memory T cell	classical monocyte	272
CD8-positive, alpha-beta memory T cell	endothelial cell	268
CD8-positive, alpha-beta memory T cell	erythrocyte	76
CD8-positive, alpha-beta memory T cell	hematopoietic stem cell	93
