column	ligand	receptor	value	count	source	target	tissue	region
B cell|CD4-positive, alpha-beta T cell	CADM1	CADM1	0.009	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	CADM1	NECTIN3	0.356	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	NECTIN2	NECTIN3	0.461	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	CEACAM5	CEACAM6	0.242	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	CEACAM5	CD8A	0.472	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	CEACAM5	CEACAM1	0.259	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	DAG1	CELSR3	0.029	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	DAG1	NRXN3	0.005	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	CLSTN1	NRXN3	0.081	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	CLSTN3	NRXN3	0.018	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	NLGN2	NRXN3	0.016	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	ICAM1	ITGAL	0.189	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	ICAM1	SPN	0.242	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	JAM2	JAM3	0.1	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	JAM3	JAM3	0.13	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	CHL1	L1CAM	0.039	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	NECTIN2	TIGIT	0.264	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	NECTIN3	TIGIT	0.199	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	ENTPD1	ADORA2B	0.372	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	POMC	MC1R	0.203	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	LRFN4	PTPRS	0.069	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	APP	CD74	0.115	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	APP	SORL1	0.239	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	APP	TNFRSF21	0.008	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	PI16	TNFRSF21	0.007	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	APLP2	PIGR	0.205	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	ANGPT2	TEK	0.093	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	ANXA1	FPR1	0.103	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	CD80	NGFR	0.606	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	CCL4	ACKR2	0.046	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	CCL5	ACKR2	0.054	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	CCL5	CCR1	0.056	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	CCL5	CCR4	0.313	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	CCL5	ACKR1	0.054	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	CCL28	CCR10	0.045	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
B cell|CD4-positive, alpha-beta T cell	CCL4	CCR5	0.181	115	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg002
