source	target	count
B cell	CD4-positive, alpha-beta T cell	115
B cell	CD8-positive, alpha-beta T cell	112
B cell	enterocyte of epithelium of large intestine	157
B cell	fibroblast	126
B cell	gut endothelial cell	58
B cell	intestinal crypt stem cell of large intestine	75
B cell	intestinal enteroendocrine cell	33
B cell	intestinal tuft cell	35
B cell	large intestine goblet cell	109
B cell	monocyte	84
B cell	neutrophil	32
B cell	paneth cell of colon	65
B cell	plasma cell	29
B cell	transit amplifying cell of colon	45
CD4-positive, alpha-beta T cell	B cell	129
CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	220
CD4-positive, alpha-beta T cell	enterocyte of epithelium of large intestine	341
CD4-positive, alpha-beta T cell	fibroblast	276
CD4-positive, alpha-beta T cell	gut endothelial cell	129
CD4-positive, alpha-beta T cell	intestinal crypt stem cell of large intestine	164
CD4-positive, alpha-beta T cell	intestinal enteroendocrine cell	72
CD4-positive, alpha-beta T cell	intestinal tuft cell	66
CD4-positive, alpha-beta T cell	large intestine goblet cell	246
CD4-positive, alpha-beta T cell	monocyte	191
CD4-positive, alpha-beta T cell	neutrophil	52
CD4-positive, alpha-beta T cell	paneth cell of colon	146
CD4-positive, alpha-beta T cell	plasma cell	64
CD4-positive, alpha-beta T cell	transit amplifying cell of colon	110
CD8-positive, alpha-beta T cell	B cell	115
CD8-positive, alpha-beta T cell	CD4-positive, alpha-beta T cell	199
CD8-positive, alpha-beta T cell	enterocyte of epithelium of large intestine	295
CD8-positive, alpha-beta T cell	fibroblast	242
CD8-positive, alpha-beta T cell	gut endothelial cell	113
CD8-positive, alpha-beta T cell	intestinal crypt stem cell of large intestine	143
CD8-positive, alpha-beta T cell	intestinal enteroendocrine cell	60
CD8-positive, alpha-beta T cell	intestinal tuft cell	57
CD8-positive, alpha-beta T cell	large intestine goblet cell	213
CD8-positive, alpha-beta T cell	monocyte	165
CD8-positive, alpha-beta T cell	neutrophil	48
CD8-positive, alpha-beta T cell	paneth cell of colon	125
CD8-positive, alpha-beta T cell	plasma cell	54
CD8-positive, alpha-beta T cell	transit amplifying cell of colon	90
enterocyte of epithelium of large intestine	B cell	151
enterocyte of epithelium of large intestine	CD4-positive, alpha-beta T cell	307
enterocyte of epithelium of large intestine	CD8-positive, alpha-beta T cell	286
enterocyte of epithelium of large intestine	fibroblast	406
enterocyte of epithelium of large intestine	gut endothelial cell	182
enterocyte of epithelium of large intestine	intestinal crypt stem cell of large intestine	224
enterocyte of epithelium of large intestine	intestinal enteroendocrine cell	94
enterocyte of epithelium of large intestine	intestinal tuft cell	93
