column	ligand	receptor	value	count	source	target	tissue	region
B cell|CD4-positive, alpha-beta T cell	CADM1	CADM1	0.005	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	CADM1	NECTIN3	0.348	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	NECTIN1	NECTIN3	0.347	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	NECTIN2	NECTIN3	0.538	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	CEACAM5	CEACAM6	0.422	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	CEACAM5	CD8A	0.631	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	CEACAM5	CEACAM1	0.442	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	DAG1	CELSR3	0.039	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	ICAM1	ITGAL	0.164	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	ICAM1	SPN	0.283	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	JAM2	JAM3	0.084	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	JAM3	JAM3	0.117	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	NECTIN2	TIGIT	0.341	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	NECTIN3	TIGIT	0.254	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	ENTPD1	ADORA2B	0.336	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	POMC	MC1R	0.188	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	LRFN4	PTPRS	0.014	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	APP	CD74	0.117	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	APP	SORL1	0.226	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	APP	TNFRSF21	0.014	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	PI16	TNFRSF21	0.014	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	APLP2	PIGR	0.224	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	ANGPT2	TEK	0.073	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	ANXA1	FPR1	0.149	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	CD80	NGFR	0.294	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	LRPAP1	SORT1	0.541	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	CCL4	ACKR2	0.083	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	CCL5	ACKR2	0.028	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	CCL5	CCR1	0.023	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	CCL5	CCR4	0.287	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	CCL5	ACKR1	0.02	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	CCL28	CCR10	0.006	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	CCL4	CCR5	0.196	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	CCL5	CCR5	0.142	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	CCL5	GPR75	0.022	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	CXCL16	CXCR6	0.543	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA4	EPHA1	0.116	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA4	EPHA2	0.078	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA4	EPHA4	0.11	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	NRG2	ERBB3	0.017	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	FGF9	FGFR3	0.031	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	LGALS9	HAVCR2	0.077	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	LGALS9	P4HB	0.232	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-E	KLRC1	0.975	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-E	KLRC2	0.993	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-E	KLRK1	0.988	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-E	VSIR	1.08	101	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg001
