source	target	count
B cell	CD4-positive, alpha-beta T cell	93
B cell	CD8-positive, alpha-beta T cell	103
B cell	enterocyte of epithelium of large intestine	192
B cell	fibroblast	133
B cell	gut endothelial cell	82
B cell	intestinal crypt stem cell of large intestine	103
B cell	intestinal enteroendocrine cell	72
B cell	intestinal tuft cell	71
B cell	large intestine goblet cell	152
B cell	mast cell	28
B cell	monocyte	108
B cell	neutrophil	46
B cell	paneth cell of colon	93
B cell	plasma cell	37
B cell	transit amplifying cell of colon	92
CD4-positive, alpha-beta T cell	B cell	105
CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	156
CD4-positive, alpha-beta T cell	enterocyte of epithelium of large intestine	313
CD4-positive, alpha-beta T cell	fibroblast	219
CD4-positive, alpha-beta T cell	gut endothelial cell	134
CD4-positive, alpha-beta T cell	intestinal crypt stem cell of large intestine	168
CD4-positive, alpha-beta T cell	intestinal enteroendocrine cell	115
CD4-positive, alpha-beta T cell	intestinal tuft cell	105
CD4-positive, alpha-beta T cell	large intestine goblet cell	253
CD4-positive, alpha-beta T cell	mast cell	29
CD4-positive, alpha-beta T cell	monocyte	169
CD4-positive, alpha-beta T cell	neutrophil	62
CD4-positive, alpha-beta T cell	paneth cell of colon	161
CD4-positive, alpha-beta T cell	plasma cell	57
CD4-positive, alpha-beta T cell	transit amplifying cell of colon	155
CD8-positive, alpha-beta T cell	B cell	104
CD8-positive, alpha-beta T cell	CD4-positive, alpha-beta T cell	145
CD8-positive, alpha-beta T cell	enterocyte of epithelium of large intestine	326
CD8-positive, alpha-beta T cell	fibroblast	232
CD8-positive, alpha-beta T cell	gut endothelial cell	138
CD8-positive, alpha-beta T cell	intestinal crypt stem cell of large intestine	171
CD8-positive, alpha-beta T cell	intestinal enteroendocrine cell	120
CD8-positive, alpha-beta T cell	intestinal tuft cell	107
CD8-positive, alpha-beta T cell	large intestine goblet cell	261
CD8-positive, alpha-beta T cell	mast cell	28
CD8-positive, alpha-beta T cell	monocyte	181
CD8-positive, alpha-beta T cell	neutrophil	64
CD8-positive, alpha-beta T cell	paneth cell of colon	164
CD8-positive, alpha-beta T cell	plasma cell	58
CD8-positive, alpha-beta T cell	transit amplifying cell of colon	155
enterocyte of epithelium of large intestine	B cell	166
enterocyte of epithelium of large intestine	CD4-positive, alpha-beta T cell	280
enterocyte of epithelium of large intestine	CD8-positive, alpha-beta T cell	288
enterocyte of epithelium of large intestine	fibroblast	535
enterocyte of epithelium of large intestine	gut endothelial cell	294
enterocyte of epithelium of large intestine	intestinal crypt stem cell of large intestine	358
enterocyte of epithelium of large intestine	intestinal enteroendocrine cell	259
enterocyte of epithelium of large intestine	intestinal tuft cell	238
enterocyte of epithelium of large intestine	large intestine goblet cell	599
enterocyte of epithelium of large intestine	mast cell	42
enterocyte of epithelium of large intestine	monocyte	395
enterocyte of epithelium of large intestine	neutrophil	100
enterocyte of epithelium of large intestine	paneth cell of colon	355
enterocyte of epithelium of large intestine	plasma cell	89
enterocyte of epithelium of large intestine	transit amplifying cell of colon	311
fibroblast	B cell	145
fibroblast	CD4-positive, alpha-beta T cell	234
fibroblast	CD8-positive, alpha-beta T cell	234
fibroblast	enterocyte of epithelium of large intestine	593
fibroblast	gut endothelial cell	243
fibroblast	intestinal crypt stem cell of large intestine	300
fibroblast	intestinal enteroendocrine cell	211
fibroblast	intestinal tuft cell	200
fibroblast	large intestine goblet cell	488
fibroblast	mast cell	44
fibroblast	monocyte	331
fibroblast	neutrophil	90
fibroblast	paneth cell of colon	288
fibroblast	plasma cell	74
fibroblast	transit amplifying cell of colon	261
gut endothelial cell	B cell	81
gut endothelial cell	CD4-positive, alpha-beta T cell	119
gut endothelial cell	CD8-positive, alpha-beta T cell	128
gut endothelial cell	enterocyte of epithelium of large intestine	286
gut endothelial cell	fibroblast	222
gut endothelial cell	intestinal crypt stem cell of large intestine	153
gut endothelial cell	intestinal enteroendocrine cell	118
gut endothelial cell	intestinal tuft cell	110
gut endothelial cell	large intestine goblet cell	237
gut endothelial cell	mast cell	32
gut endothelial cell	monocyte	175
gut endothelial cell	neutrophil	51
gut endothelial cell	paneth cell of colon	156
gut endothelial cell	plasma cell	46
gut endothelial cell	transit amplifying cell of colon	148
intestinal crypt stem cell of large intestine	B cell	93
intestinal crypt stem cell of large intestine	CD4-positive, alpha-beta T cell	146
intestinal crypt stem cell of large intestine	CD8-positive, alpha-beta T cell	156
intestinal crypt stem cell of large intestine	enterocyte of epithelium of large intestine	390
intestinal crypt stem cell of large intestine	fibroblast	300
intestinal crypt stem cell of large intestine	gut endothelial cell	163
intestinal crypt stem cell of large intestine	intestinal enteroendocrine cell	143
intestinal crypt stem cell of large intestine	intestinal tuft cell	132
intestinal crypt stem cell of large intestine	large intestine goblet cell	334
intestinal crypt stem cell of large intestine	mast cell	31
intestinal crypt stem cell of large intestine	monocyte	227
intestinal crypt stem cell of large intestine	neutrophil	54
intestinal crypt stem cell of large intestine	paneth cell of colon	203
intestinal crypt stem cell of large intestine	plasma cell	56
intestinal crypt stem cell of large intestine	transit amplifying cell of colon	176
intestinal enteroendocrine cell	B cell	66
intestinal enteroendocrine cell	CD4-positive, alpha-beta T cell	100
intestinal enteroendocrine cell	CD8-positive, alpha-beta T cell	104
intestinal enteroendocrine cell	enterocyte of epithelium of large intestine	251
intestinal enteroendocrine cell	fibroblast	193
intestinal enteroendocrine cell	gut endothelial cell	115
intestinal enteroendocrine cell	intestinal crypt stem cell of large intestine	128
intestinal enteroendocrine cell	intestinal tuft cell	91
