column	ligand	receptor	value	count	source	target	tissue	region
B cell|CD4-positive, alpha-beta T cell	NECTIN2	NECTIN3	0.5	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
B cell|CD4-positive, alpha-beta T cell	CEACAM5	CD8A	0.606	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
B cell|CD4-positive, alpha-beta T cell	CEACAM5	CEACAM1	0.413	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
B cell|CD4-positive, alpha-beta T cell	CLSTN1	NRXN3	0.067	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
B cell|CD4-positive, alpha-beta T cell	ICAM1	ITGAL	0.172	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
B cell|CD4-positive, alpha-beta T cell	ICAM1	SPN	0.237	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
B cell|CD4-positive, alpha-beta T cell	JAM3	JAM3	0.093	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
B cell|CD4-positive, alpha-beta T cell	NECTIN2	TIGIT	0.298	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
B cell|CD4-positive, alpha-beta T cell	NECTIN3	TIGIT	0.171	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
B cell|CD4-positive, alpha-beta T cell	POMC	MC1R	0.217	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
B cell|CD4-positive, alpha-beta T cell	LRFN4	PTPRS	0.039	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
B cell|CD4-positive, alpha-beta T cell	APLP2	PIGR	0.262	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
B cell|CD4-positive, alpha-beta T cell	ANGPT2	TEK	0.065	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
B cell|CD4-positive, alpha-beta T cell	CD80	NGFR	0.425	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
B cell|CD4-positive, alpha-beta T cell	CCL4	ACKR2	0.073	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
B cell|CD4-positive, alpha-beta T cell	CCL5	ACKR2	0.06	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
B cell|CD4-positive, alpha-beta T cell	CCL5	CCR4	0.249	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
B cell|CD4-positive, alpha-beta T cell	CCL5	ACKR1	0.065	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
B cell|CD4-positive, alpha-beta T cell	CCL28	CCR10	0.093	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
B cell|CD4-positive, alpha-beta T cell	CCL4	CCR5	0.173	77	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM393.TMDX.795_reg003
